TWEETID    PREDICTEDVALUE    PROBABILITY    ACTUALVALUE RESULT
440937498018336768    gl    -5.25E+01    es    wrong
440939330979524609    gl    -9.00E+01    es    wrong
440943271276462080    en    -7.38E+01    en    correct
440944032450375680    es    -1.53E+02    es    correct
440945696343326721    eu    -3.99E+01    es    wrong
440947251821953026    gl    -8.22E+01    es    wrong
440947729653825536    eu    -1.02E+01    es    wrong
440949158401564672    gl    -6.42E+01    es    wrong
440950885771149312    es    -1.76E+01    es    correct
440951055841771520    en    -8.42E+01    es    wrong
440951367721828353    es    -1.78E+01    es    correct
440953279158423552    eu    -3.54E+01    es    wrong
440954018987528192    gl    -4.44E+01    es    wrong
440954191519834112    gl    -3.81E+01    es    wrong
440954248365223936    es    -1.52E+01    es    correct
440956944489005058    gl    -2.10E+02    es    wrong
440957350368006144    ca    -5.20E+01    es    wrong
440958131246346240    eu    -6.87E+01    es    wrong
440959111375912960    gl    -8.21E+01    es    wrong
440959630559432704    gl    -7.66E+01    es    wrong
440960769455562752    gl    -6.13E+01    es    wrong
440962996106301441    gl    -1.15E+02    es    wrong
440963175291183106    gl    -1.25E+02    es    wrong
440963676028153856    ca    -7.75E+01    es    wrong
440963855800229890    en    -4.68E+01    es    wrong
440964892284055552    eu    -3.84E+01    es    wrong
440973298822680576    es    -1.13E+02    es    correct
440973879129804801    eu    -6.39E+01    eu    correct
440976302481240065    gl    -2.20E+02    es    wrong
440976578927808512    es    -1.48E+02    es    correct
440978803674714112    gl    -7.22E+01    es    wrong
440978906326126593    eu    -5.63E+00    eu    correct
440979240662470657    gl    -5.80E+01    es    wrong
440980595401715713    gl    -1.14E+02    es    wrong
440980915263516672    en    -1.72E+01    es    wrong
440984916071694336    gl    -1.01E+02    es    wrong
440989198737104897    gl    -1.95E+02    es    wrong
440989312172056577    ca    -1.14E+02    es    wrong
441005487765864448    eu    -3.10E+01    eu    correct
441006038859653120    eu    -5.63E+00    eu    correct
441006297434300416    eu    -5.08E+01    es    wrong
441008720584409089    gl    -6.75E+01    es    wrong
441039697180393472    es    -2.62E+01    es    correct
441062405435817984    es    -3.05E+01    es    correct
441086150766510080    gl    -1.44E+02    es    wrong
441092583251804161    gl    -9.26E+01    es    wrong
441094795713589248    gl    -2.11E+02    es    wrong
441101024519282688    es    -1.08E+02    es    correct
441104628726661122    gl    -5.87E+01    es    wrong
441105681525911556    es    -3.90E+01    es    correct
441113377868611584    en    -4.25E+01    en    correct
441119822999728128    gl    -1.82E+02    es    wrong
441120147022303233    gl    -1.92E+02    es    wrong
441120472164343808    ca    -1.66E+02    es    wrong
441128049934094336    gl    -5.46E+01    es    wrong
441135558145089537    gl    -1.09E+02    es    wrong
441135839935209472    gl    -1.21E+02    es    wrong
441136595170000896    ca    -1.68E+02    es    wrong
441140414238978048    gl    -1.66E+01    es    wrong
441143259222781952    es    -1.88E+02    es    correct
441144648732782592    eu    -1.36E+02    eu    correct
441157440252674048    eu    -4.23E+01    eu    correct
441158028747104256    gl    -2.14E+02    es    wrong
441158812297601024    gl    -2.12E+02    es    wrong
441160870555811840    gl    -7.37E+01    es    wrong
441161416767057920    gl    -1.57E+02    es    wrong
441161479103217664    eu    -6.73E+01    eu    correct
441163070938042368    es    -1.49E+02    es    correct
441165971529936896    gl    -7.97E+01    es    wrong
441169295582986240    gl    -2.07E+02    es    wrong
441175205847629826    gl    -1.61E+02    es    wrong
441178167173451776    es    -1.47E+02    es    correct
441179003974873088    ca    -8.30E+01    es    wrong
441180863481790464    es    -1.36E+02    es    correct
441183279585427456    gl    -1.85E+02    es    wrong
441185832477925376    es    -1.52E+02    es    correct
441186423954485248    gl    -2.78E+01    es    wrong
441187680572153856    gl    -2.04E+02    es    wrong
441189371182858241    gl    -3.12E+01    es    wrong
441189656764612608    gl    -2.00E+02    es    wrong
441190852153851905    eu    -1.00E+02    eu    correct
441190894046556160    gl    -2.07E+02    es    wrong
441192731004928000    gl    -3.10E+01    es    wrong
441193735008026624    gl    -6.97E+01    es    wrong
441197780636532736    eu    -6.67E+01    eu    correct
441200459320422400    gl    -8.31E+01    es    wrong
441203938961145856    gl    -6.30E+01    es    wrong
441207196094050304    gl    -3.54E+01    es    wrong
441212312817790977    ca    -2.33E+01    eu    wrong
441215215670001664    pt    -3.49E+01    es    wrong
441215636916957184    gl    -4.30E+01    es    wrong
441215758782459905    eu    -9.09E+01    es    wrong
441217328718819328    gl    -1.86E+01    es    wrong
441217356883562496    gl    -9.34E+01    es    wrong
441217976872996864    gl    -1.84E+02    es    wrong
441218302694924288    eu    -3.00E+01    eu    correct
441223596825128960    gl    -5.09E+01    es    wrong
441224335953768448    es    -1.69E+01    en    wrong
441228911830376448    gl    -1.52E+01    es    wrong
441229931549585408    eu    -5.83E+01    es    wrong
441229982959161345    pt    -8.46E+01    es    wrong
441230836751675392    es    -1.48E+02    es    correct
441231578963120128    eu    -4.61E+01    eu    correct
441233864934313984    eu    -6.53E+01    eu    correct
441233971763228672    eu    -9.85E+01    eu    correct
441235854821187584    gl    -6.64E+01    es    wrong
441242325306834944    es    -2.28E+01    es    correct
441243200406429696    gl    -8.25E+01    es    wrong
441244242921680897    gl    -5.41E+01    es    wrong
441245221033373696    gl    -9.79E+01    es    wrong
441246754806431744    gl    -1.30E+02    es    wrong
441246762913644544    gl    -1.31E+02    es    wrong
441247267270311936    ca    -4.68E+01    es    wrong
441248650992570368    gl    -8.16E+01    es    wrong
441249023702605827    gl    -2.15E+02    es    wrong
441252081077604352    gl    -5.82E+01    es    wrong
441257099516186624    es    -2.15E+02    es    correct
441257378848067584    en    -1.42E+02    en    correct
441266649833148416    ca    -4.93E+01    es    wrong
441267840747065344    eu    -5.44E+01    es    wrong
441268697664356352    gl    -4.93E+01    es    wrong
441275392390074369    es    -2.77E+01    es    correct
441275630991462400    ca    -7.10E+01    es    wrong
441276369679683584    gl    -1.15E+02    es    wrong
441277923828719616    en    -7.56E+01    es    wrong
441280099368054786    gl    -1.08E+02    es    wrong
441280156590952448    eu    -8.54E+01    eu    correct
441282424467886080    gl    -6.63E+01    es    wrong
441282789171027968    pt    -8.56E+01    es    wrong
441287200681238528    gl    -1.41E+02    es    wrong
441293223848599552    gl    -2.18E+02    es    wrong
441295096110387200    eu    -4.62E+01    eu    correct
441295774094483456    pt    -5.21E+01    es    wrong
441297649623662592    eu    -8.00E+01    es    wrong
441301092757164032    en    -6.80E+01    es    wrong
441302466421088256    eu    -8.88E+01    eu    correct
441302858429132800    gl    -8.21E+01    es    wrong
441303716575313920    en    -1.73E+02    es    wrong
441307241325821952    gl    -3.04E+01    es    wrong
441307639319126016    gl    -1.38E+02    es    wrong
441307884698468352    en    -3.22E+01    en    correct
441307927886839808    gl    -1.82E+02    es    wrong
441311221082775552    ca    -3.79E+01    en    wrong
441313000713363456    pt    -2.45E+01    es    wrong
441313101196324864    gl    -1.15E+02    es    wrong
441313738302713856    gl    -5.74E+01    es    wrong
441313910319513600    en    -1.11E+02    en    correct
441314475829100544    ca    -5.06E+01    es    wrong
441314682688004097    eu    -4.35E+01    eu    correct
441315115636621313    en    -3.41E+01    es    wrong
441315247618801664    eu    -9.63E+01    eu    correct
441315335866953729    ca    -2.11E+02    es    wrong
441316573350232064    gl    -1.34E+02    es    wrong
441317261388034048    gl    -9.28E+01    es    wrong
441319064162811904    gl    -7.16E+01    es    wrong
441319632683925504    eu    -1.06E+02    es    wrong
441321284929339393    gl    -1.40E+02    es    wrong
441324280941645824    gl    -8.07E+01    es    wrong
441325128174284800    eu    -1.38E+02    eu    correct
441325738718142464    ca    -2.12E+02    es    wrong
441326172786663424    gl    -1.12E+02    es    wrong
441327127225700352    pt    -5.51E+01    es    wrong
441327833533931523    eu    -1.26E+02    eu    correct
441328364411158529    gl    -1.69E+02    es    wrong
441328698042892289    eu    -1.90E+02    eu    correct
441329195218923520    gl    -1.42E+02    es    wrong
441330047107231745    en    -4.49E+01    es    wrong
441330895535230976    es    -3.37E+01    es    correct
441331295860559872    en    -2.13E+01    en    correct
441332188605612032    gl    -3.71E+01    es    wrong
441334323741229056    gl    -1.95E+02    es    wrong
441334350790275072    eu    -5.52E+01    es    wrong
441334733856055296    en    -5.74E+01    en    correct
441335410867073024    es    -5.30E+01    es    correct
441335778116120576    gl    -1.48E+02    es    wrong
441336769959952384    ca    -8.92E+01    es    wrong
441338259600572416    eu    -1.06E+02    eu    correct
441338269130055680    gl    -4.03E+01    es    wrong
441339042228338690    gl    -5.67E+01    es    wrong
441339257228374016    es    -1.34E+02    es    correct
441339389663526912    ca    -3.60E+01    es    wrong
441339438598488064    ca    -5.76E+01    es    wrong
441339640839426048    eu    -5.04E+01    es    wrong
441340356396060672    en    -3.36E+01    en    correct
441341324072349697    es    -1.54E+02    es    correct
441341820166230016    es    -5.52E+01    es    correct
441342939751780353    gl    -2.64E+01    es    wrong
441344754479931392    es    -8.15E+00    es    correct
441344799040626689    es    -1.54E+02    es    correct
441346531925692416    ca    -4.95E+01    es    wrong
441346609964920832    gl    -5.14E+01    es    wrong
441349350317633537    gl    -1.73E+02    es    wrong
441351309804199936    eu    -6.88E+01    eu    correct
441352450193514496    gl    -2.13E+02    es    wrong
441353415638388736    gl    -1.50E+02    es    wrong
441360619565252608    gl    -1.36E+02    es    wrong
441361300128817152    gl    -1.23E+02    es    wrong
441362565932019712    eu    -2.69E+01    eu    correct
441363465706688512    gl    -4.28E+01    es    wrong
441364399182606336    gl    -1.69E+02    es    wrong
441368023199657984    ca    -8.13E+01    es    wrong
441369566577709056    gl    -5.33E+01    es    wrong
441372363683536896    gl    -1.95E+02    es    wrong
441407541248290816    gl    -1.34E+02    es    wrong
441408177721335808    gl    -1.25E+02    es    wrong
441457198959689728    eu    -4.93E+01    eu    correct
441460611462221824    es    -1.55E+01    es    correct
441467134619951104    ca    -2.06E+02    es    wrong
441468527997104129    gl    -2.12E+02    es    wrong
441470533902020608    gl    -1.37E+01    es    wrong
441473078741467136    ca    -3.02E+01    es    wrong
441473193791221760    gl    -1.52E+02    es    wrong
441481337091149824    gl    -7.93E+01    es    wrong
441483307742535680    eu    -1.40E+01    eu    correct
441486849757151232    gl    -4.00E+01    es    wrong
441495468942839808    gl    -2.03E+02    es    wrong
441501014806769664    pt    -1.41E+02    es    wrong
441501180548878337    es    -4.51E+01    es    correct
441504335164633088    gl    -2.06E+02    es    wrong
441509095154405376    pt    -1.90E+01    es    wrong
441510401743011840    en    -6.30E+00    es    wrong
441513813368918016    gl    -5.92E+01    es    wrong
441519807897550848    eu    -7.36E+01    eu    correct
441520436632096768    gl    -1.60E+02    es    wrong
441521909973659648    gl    -6.68E+01    es    wrong
441522194326491136    es    -1.40E+01    es    correct
441522762990223360    en    -2.45E+01    es    wrong
441523586160148480    gl    -1.05E+02    es    wrong
441524125799313408    es    -7.30E+01    es    correct
441524582869393408    gl    -1.11E+02    es    wrong
441527214660939776    eu    -7.12E+01    es    wrong
441527943768989696    es    -8.31E+01    es    correct
441530651180007424    en    -4.04E+01    es    wrong
441530977295552512    gl    -3.48E+01    es    wrong
441531134724567040    gl    -9.76E+01    es    wrong
441535009040920576    gl    -3.21E+01    es    wrong
441535095074463744    gl    -1.90E+02    es    wrong
441535172446810112    gl    -2.39E+01    es    wrong
441536296130191360    en    -7.40E+01    en    correct
441536889456431104    en    -3.86E+01    gl    wrong
441537894327779329    eu    -1.05E+02    es    wrong
441542737205424128    ca    -6.89E+01    es    wrong
441543102713851904    gl    -1.31E+02    es    wrong
441553236638838784    gl    -6.78E+01    es    wrong
441553760767463424    gl    -1.08E+02    es    wrong
441555849967058944    gl    -1.88E+02    es    wrong
441560622942388224    gl    -2.09E+02    es    wrong
