TWEETID    PREDICTEDVALUE    PROBABILITY    ACTUALVALUE RESULT
440960769455562752    gl    -6.57E+01    es wrong
440962996106301441    gl    -1.22E+02    es wrong
440963175291183106    gl    -1.31E+02    es wrong
440963676028153856    gl    -8.28E+01    es wrong
440963855800229890    en    -4.83E+01    es wrong
440964892284055552    eu    -3.96E+01    es wrong
440973298822680576    gl    -1.20E+02    es wrong
440973879129804801    eu    -6.39E+01    eu correct
440976302481240065    eu    -2.36E+02    es wrong
440976578927808512    eu    -1.64E+02    es wrong
440978803674714112    gl    -7.50E+01    es wrong
440978906326126593    eu    -4.36E+00    eu correct
440979240662470657    gl    -6.11E+01    es wrong
440980595401715713    gl    -1.21E+02    es wrong
440980915263516672    eu    -1.80E+01    es wrong
440984916071694336    gl    -1.07E+02    es wrong
440989198737104897    gl    -2.03E+02    es wrong
440989312172056577    gl    -1.22E+02    es wrong
441005487765864448    eu    -3.14E+01    eu correct
441006038859653120    eu    -4.36E+00    eu correct
441006297434300416    eu    -5.14E+01    es wrong
441008720584409089    gl    -7.31E+01    es wrong
441039697180393472    gl    -2.88E+01    es wrong
441062405435817984    es    -3.37E+01    es correct
441086150766510080    gl    -1.54E+02    es wrong
441092583251804161    gl    -9.53E+01    es wrong
441094795713589248    gl    -2.27E+02    es wrong
441101024519282688    es    -1.23E+02    es correct
441104628726661122    gl    -6.03E+01    es wrong
441105681525911556    es    -4.22E+01    es correct
441113377868611584    en    -4.55E+01    en correct
441119822999728128    eu    -1.91E+02    es wrong
441120147022303233    gl    -2.02E+02    es wrong
441120472164343808    gl    -1.75E+02    es wrong
441128049934094336    gl    -5.67E+01    es wrong
441135558145089537    eu    -1.15E+02    es wrong
441135839935209472    gl    -1.28E+02    es wrong
441136595170000896    gl    -1.77E+02    es wrong
441140414238978048    gl    -1.72E+01    es wrong
441143259222781952    eu    -1.93E+02    es wrong
441144648732782592    eu    -1.35E+02    eu correct
441157440252674048    eu    -4.17E+01    eu correct
441158028747104256    gl    -2.27E+02    es wrong
441158812297601024    gl    -2.24E+02    es wrong
441160870555811840    eu    -7.74E+01    es wrong
441161416767057920    eu    -1.67E+02    es wrong
441161479103217664    eu    -6.92E+01    eu correct
441163070938042368    eu    -1.59E+02    es wrong
441165971529936896    eu    -8.21E+01    es wrong
441169295582986240    gl    -2.21E+02    es wrong
441175205847629826    gl    -1.74E+02    es wrong
441178167173451776    eu    -1.58E+02    es wrong
441179003974873088    eu    -8.84E+01    es wrong
441180863481790464    gl    -1.48E+02    es wrong
441183279585427456    gl    -1.93E+02    es wrong
441185832477925376    eu    -1.65E+02    es wrong
441186423954485248    eu    -2.89E+01    es wrong
441187680572153856    gl    -2.15E+02    es wrong
441189371182858241    eu    -3.41E+01    es wrong
441189656764612608    gl    -2.08E+02    es wrong
441190852153851905    eu    -1.03E+02    eu correct
441190894046556160    gl    -2.19E+02    es wrong
441192731004928000    gl    -3.30E+01    es wrong
441193735008026624    gl    -7.27E+01    es wrong
441197780636532736    eu    -6.65E+01    eu correct
441200459320422400    eu    -8.96E+01    es wrong
441203938961145856    gl    -6.58E+01    es wrong
441207196094050304    gl    -3.49E+01    es wrong
441212312817790977    ca    -2.50E+01    eu wrong
441215215670001664    pt    -3.83E+01    es wrong
441215636916957184    eu    -4.55E+01    es wrong
441215758782459905    eu    -9.49E+01    es wrong
441217328718819328    gl    -1.90E+01    es wrong
441217356883562496    gl    -9.79E+01    es wrong
441217976872996864    gl    -1.96E+02    es wrong
441218302694924288    eu    -2.97E+01    eu correct
441223596825128960    gl    -5.37E+01    es wrong
441224335953768448    en    -1.79E+01    en correct
441228911830376448    gl    -1.62E+01    es wrong
441229931549585408    eu    -5.92E+01    es wrong
441229982959161345    eu    -8.93E+01    es wrong
441230836751675392    eu    -1.59E+02    es wrong
441231578963120128    eu    -4.55E+01    eu correct
441233864934313984    eu    -6.46E+01    eu correct
441233971763228672    eu    -1.00E+02    eu correct
441235854821187584    gl    -7.13E+01    es wrong
441242325306834944    gl    -2.34E+01    es wrong
441243200406429696    gl    -8.94E+01    es wrong
441244242921680897    gl    -5.47E+01    es wrong
441245221033373696    gl    -1.05E+02    es wrong
441246754806431744    gl    -1.39E+02    es wrong
441246762913644544    gl    -1.36E+02    es wrong
441247267270311936    gl    -4.95E+01    es wrong
441248650992570368    eu    -8.48E+01    es wrong
441249023702605827    eu    -2.27E+02    es wrong
441252081077604352    gl    -6.18E+01    es wrong
441257099516186624    gl    -2.30E+02    es wrong
441257378848067584    en    -1.54E+02    en correct
441266649833148416    eu    -4.98E+01    es wrong
441267840747065344    eu    -5.62E+01    es wrong
441268697664356352    gl    -5.24E+01    es wrong
441275392390074369    es    -2.95E+01    es correct
441275630991462400    eu    -7.43E+01    es wrong
441276369679683584    gl    -1.23E+02    es wrong
441277923828719616    en    -8.22E+01    es wrong
441280099368054786    gl    -1.17E+02    es wrong
441280156590952448    eu    -8.46E+01    eu correct
441282424467886080    gl    -6.72E+01    es wrong
441282789171027968    gl    -9.19E+01    es wrong
441287200681238528    gl    -1.49E+02    es wrong
441293223848599552    gl    -2.28E+02    es wrong
441295096110387200    eu    -4.76E+01    eu correct
441295774094483456    pt    -5.82E+01    es wrong
441297649623662592    eu    -8.25E+01    es wrong
441301092757164032    en    -7.44E+01    es wrong
441302466421088256    eu    -8.93E+01    eu correct
441302858429132800    gl    -8.65E+01    es wrong
441303716575313920    eu    -1.84E+02    es wrong
441307241325821952    gl    -3.21E+01    es wrong
441307639319126016    gl    -1.46E+02    es wrong
441307884698468352    en    -3.50E+01    en correct
441307927886839808    gl    -1.95E+02    es wrong
441311221082775552    ca    -4.15E+01    en wrong
441313000713363456    gl    -2.61E+01    es wrong
441313101196324864    gl    -1.23E+02    es wrong
441313738302713856    gl    -6.17E+01    es wrong
441313910319513600    en    -1.21E+02    en correct
441314475829100544    eu    -5.34E+01    es wrong
441314682688004097    eu    -4.38E+01    eu correct
441315115636621313    gl    -3.71E+01    es wrong
441315247618801664    eu    -9.60E+01    eu correct
441315335866953729    gl    -2.28E+02    es wrong
441316573350232064    gl    -1.43E+02    es wrong
441317261388034048    gl    -9.88E+01    es wrong
441319064162811904    eu    -7.66E+01    es wrong
441319632683925504    eu    -1.12E+02    es wrong
441321284929339393    eu    -1.50E+02    es wrong
441324280941645824    gl    -8.71E+01    es wrong
441325128174284800    eu    -1.38E+02    eu correct
441325738718142464    gl    -2.27E+02    es wrong
441326172786663424    gl    -1.15E+02    es wrong
441327127225700352    gl    -5.83E+01    es wrong
441327833533931523    eu    -1.28E+02    eu correct
441328364411158529    gl    -1.81E+02    es wrong
441328698042892289    eu    -1.90E+02    eu correct
441329195218923520    gl    -1.49E+02    es wrong
441330047107231745    en    -4.81E+01    es wrong
441330895535230976    gl    -3.63E+01    es wrong
441331295860559872    en    -2.32E+01    en correct
441332188605612032    gl    -4.06E+01    es wrong
441334323741229056    gl    -2.09E+02    es wrong
441334350790275072    eu    -5.74E+01    es wrong
441334733856055296    en    -6.08E+01    en correct
441335410867073024    es    -5.82E+01    es correct
441335778116120576    gl    -1.59E+02    es wrong
441336769959952384    gl    -9.45E+01    es wrong
441338259600572416    eu    -1.08E+02    eu correct
441338269130055680    eu    -4.22E+01    es wrong
441339042228338690    gl    -6.10E+01    es wrong
441339257228374016    gl    -1.47E+02    es wrong
441339389663526912    ca    -3.85E+01    es wrong
441339438598488064    gl    -6.21E+01    es wrong
441339640839426048    eu    -5.07E+01    es wrong
441340356396060672    en    -3.48E+01    en correct
441341324072349697    eu    -1.59E+02    es wrong
441341820166230016    gl    -6.08E+01    es wrong
441342939751780353    gl    -2.80E+01    es wrong
441344754479931392    es    -8.13E+00    es correct
441344799040626689    en    -1.71E+02    es wrong
441346531925692416    gl    -5.31E+01    es wrong
441346609964920832    gl    -5.48E+01    es wrong
441349350317633537    gl    -1.79E+02    es wrong
441351309804199936    eu    -6.89E+01    eu correct
441352450193514496    eu    -2.24E+02    es wrong
441353415638388736    gl    -1.59E+02    es wrong
441360619565252608    eu    -1.46E+02    es wrong
441361300128817152    gl    -1.28E+02    es wrong
441362565932019712    eu    -2.61E+01    eu correct
441363465706688512    eu    -4.66E+01    es wrong
441364399182606336    gl    -1.79E+02    es wrong
441368023199657984    eu    -8.61E+01    es wrong
441369566577709056    gl    -5.61E+01    es wrong
441372363683536896    gl    -2.09E+02    es wrong
441407541248290816    gl    -1.40E+02    es wrong
441408177721335808    gl    -1.34E+02    es wrong
441457198959689728    eu    -5.00E+01    eu correct
441460611462221824    eu    -1.66E+01    es wrong
441467134619951104    eu    -2.21E+02    es wrong
441468527997104129    eu    -2.22E+02    es wrong
441470533902020608    gl    -1.40E+01    es wrong
441473078741467136    gl    -3.24E+01    es wrong
441473193791221760    gl    -1.62E+02    es wrong
441481337091149824    gl    -8.34E+01    es wrong
441483307742535680    eu    -1.43E+01    eu correct
441486849757151232    gl    -4.22E+01    es wrong
441495468942839808    gl    -2.17E+02    es wrong
441501014806769664    gl    -1.50E+02    es wrong
441501180548878337    eu    -4.90E+01    es wrong
441504335164633088    gl    -2.19E+02    es wrong
441509095154405376    eu    -2.07E+01    es wrong
441510401743011840    en    -6.59E+00    es wrong
441513813368918016    eu    -6.39E+01    es wrong
441519807897550848    eu    -7.38E+01    eu correct
441520436632096768    gl    -1.67E+02    es wrong
441521909973659648    gl    -7.10E+01    es wrong
441522194326491136    es    -1.52E+01    es correct
441522762990223360    es    -2.51E+01    es correct
441523586160148480    gl    -1.13E+02    es wrong
441524125799313408    gl    -7.74E+01    es wrong
441524582869393408    eu    -1.19E+02    es wrong
441527214660939776    eu    -7.37E+01    es wrong
441527943768989696    en    -8.85E+01    es wrong
441530651180007424    en    -4.25E+01    es wrong
441530977295552512    gl    -3.73E+01    es wrong
441531134724567040    gl    -1.04E+02    es wrong
441535009040920576    gl    -3.48E+01    es wrong
441535095074463744    gl    -2.01E+02    es wrong
441535172446810112    gl    -2.53E+01    es wrong
441536296130191360    en    -7.95E+01    en correct
441536889456431104    gl    -4.13E+01    gl correct
441537894327779329    eu    -1.09E+02    es wrong
441542737205424128    ca    -7.57E+01    es wrong
441543102713851904    eu    -1.39E+02    es wrong
441553236638838784    gl    -7.16E+01    es wrong
441553760767463424    gl    -1.16E+02    es wrong
441555849967058944    gl    -1.99E+02    es wrong
441560622942388224    gl    -2.24E+02    es wrong
441561790443692033    eu    -5.74E+01    es wrong
441562302031351808    gl    -7.46E+01    es wrong
441562744454909952    eu    -1.39E+01    es wrong
441569028734476288    ca    -5.52E+01    es wrong
441569301674618880    eu    -5.49E+01    eu correct
441570230247391232    en    -2.37E+01    en correct
441573096731201536    eu    -1.19E+02    es wrong
441573257809256448    gl    -1.59E+02    es wrong
441574553073242114    es    -9.92E+01    es correct
441576119587045376    eu    -6.97E+01    eu correct
441587064312954880    gl    -2.20E+02    es wrong
441588116517044224    eu    -2.01E+02    es wrong
441589297909874688    gl    -9.13E+01    es wrong
441589508552028160    eu    -9.08E+01    eu correct
441589703163543552    gl    -2.24E+02    es wrong
441594192247406592    gl    -8.20E+01    es wrong
441598024029310976    gl    -1.16E+02    es wrong
441598210029920256    eu    -1.43E+02    es wrong
441600495422279680    gl    -2.00E+02    es wrong
441602751676837888    gl    -7.97E+01    es wrong
441605279596417024    gl    -1.63E+02    es wrong
441611335953313792    gl    -1.03E+02    es wrong
441612836578414593    eu    -2.84E+01    es wrong
441613134256947202    gl    -6.52E+01    es wrong
441615109316964352    en    -1.35E+02    en correct
441624482776895488    eu    -1.30E+02    es wrong
441625052279091200    es    -3.89E+01    es correct
441625431922737153    gl    -3.80E+01    es wrong
441630448406773760    eu    -6.66E+01    eu correct
441632936241410048    gl    -6.81E+01    es wrong
441635659569442816    es    -4.95E+01    es correct
441641811132825600    gl    -1.33E+02    es wrong
441643362471649280    eu    -8.66E+01    eu correct
441644208710225920    gl    -9.61E+01    es wrong
441654612828110848    eu    -2.99E+01    eu correct
441657398504488960    eu    -1.08E+01    es wrong
441659748254244864    eu    -1.22E+02    es wrong
441661855514492930    eu    -5.07E+01    es wrong
441664993701138432    en    -8.16E+01    en correct
441665039570055168    eu    -5.31E+01    es wrong
441671523339104256    gl    -4.27E+01    es wrong
441671757033144320    en    -2.96E+01    es wrong
441673022672748544    gl    -1.17E+02    es wrong
441673602166181889    gl    -6.40E+01    es wrong
441673822274846720    gl    -1.60E+02    es wrong
441674460211724288    en    -2.26E+02    en correct
441675085473402880    gl    -1.62E+02    es wrong
441677642816053248    eu    -7.83E+01    es wrong
441679314762084352    en    -2.00E+02    en correct
441680514144292864    gl    -6.60E+01    es wrong
441681340191485952    eu    -3.66E+01    es wrong
441681643204775936    gl    -7.93E+01    es wrong
441682561459572737    gl    -5.59E+01    es wrong
